Date,Open,High,Low,Close,Adj Close,Volume
1998-01-02,1022.739990,1022.739990,1022.739990,1022.739990,1022.739990,0
1998-01-05,1015.469971,1015.469971,1015.469971,1015.469971,1015.469971,0
1998-01-06,1017.719971,1017.719971,1017.719971,1017.719971,1017.719971,0
1998-01-07,1014.510010,1014.510010,1014.510010,1014.510010,1014.510010,0
1998-01-08,1015.169983,1015.169983,1015.169983,1015.169983,1015.169983,0
1998-01-09,990.609985,990.609985,990.609985,990.609985,990.609985,0
1998-01-12,952.130005,952.130005,952.130005,952.130005,952.130005,0
1998-01-13,972.669983,972.669983,972.669983,972.669983,972.669983,0
1998-01-14,975.559998,975.559998,975.559998,975.559998,975.559998,0
1998-01-15,965.460022,965.460022,965.460022,965.460022,965.460022,0
1998-01-16,980.090027,980.090027,980.090027,980.090027,980.090027,0
1998-01-19,1029.569946,1029.569946,1029.569946,1029.569946,1029.569946,0
1998-01-20,1029.290039,1029.290039,1029.290039,1029.290039,1029.290039,0
1998-01-21,1044.660034,1044.660034,1044.660034,1044.660034,1044.660034,0
1998-01-22,1037.599976,1037.599976,1037.599976,1037.599976,1037.599976,0
1998-01-23,1075.369995,1075.369995,1075.369995,1075.369995,1075.369995,0
1998-01-26,1122.500000,1122.500000,1122.500000,1122.500000,1122.500000,0
1998-01-27,1105.780029,1105.780029,1105.780029,1105.780029,1105.780029,0
1998-01-28,1114.420044,1114.420044,1114.420044,1114.420044,1114.420044,0
1998-01-29,1121.920044,1121.920044,1121.920044,1121.920044,1121.920044,0
1998-01-30,1118.420044,1118.420044,1118.420044,1118.420044,1118.420044,0
1998-02-02,1137.180054,1137.180054,1137.180054,1137.180054,1137.180054,0
1998-02-03,1157.239990,1157.239990,1157.239990,1157.239990,1157.239990,0
1998-02-04,1171.640015,1171.640015,1171.640015,1171.640015,1171.640015,0
1998-02-05,1244.199951,1244.199951,1244.199951,1244.199951,1244.199951,0
1998-02-06,1287.310059,1287.310059,1287.310059,1287.310059,1287.310059,0
1998-02-09,1388.150024,1388.150024,1388.150024,1388.150024,1388.150024,0
1998-02-10,1369.709961,1369.709961,1369.709961,1369.709961,1369.709961,0
1998-02-11,1356.219971,1356.219971,1356.219971,1356.219971,1356.219971,0
1998-02-12,1278.550049,1278.550049,1278.550049,1278.550049,1278.550049,0
1998-02-13,1260.229980,1260.229980,1260.229980,1260.229980,1260.229980,0
1998-02-16,1301.290039,1301.290039,1301.290039,1301.290039,1301.290039,0
1998-02-17,1320.920044,1320.920044,1320.920044,1320.920044,1320.920044,0
1998-02-18,1346.849976,1346.849976,1346.849976,1346.849976,1346.849976,0
1998-02-19,1351.250000,1351.250000,1351.250000,1351.250000,1351.250000,0
1998-02-20,1363.400024,1363.400024,1363.400024,1363.400024,1363.400024,0
1998-02-23,1410.719971,1410.719971,1410.719971,1410.719971,1410.719971,0
1998-02-24,1405.849976,1405.849976,1405.849976,1405.849976,1405.849976,0
1998-02-25,1427.439941,1427.439941,1427.439941,1427.439941,1427.439941,0
1998-02-26,1453.939941,1453.939941,1453.939941,1453.939941,1453.939941,0
1998-02-27,1447.959961,1447.959961,1447.959961,1447.959961,1447.959961,0
1998-03-02,1506.290039,1506.290039,1506.290039,1506.290039,1506.290039,0
1998-03-03,1556.790039,1556.790039,1556.790039,1556.790039,1556.790039,0
1998-03-04,1554.680054,1554.680054,1554.680054,1554.680054,1554.680054,0
1998-03-05,1514.310059,1514.310059,1514.310059,1514.310059,1514.310059,0
1998-03-06,1614.739990,1614.739990,1614.739990,1614.739990,1614.739990,0
1998-03-09,1737.650024,1737.650024,1737.650024,1737.650024,1737.650024,0
1998-03-10,1820.890015,1820.890015,1820.890015,1820.890015,1820.890015,0
1998-03-11,1846.930054,1846.930054,1846.930054,1846.930054,1846.930054,0
1998-03-12,1895.770020,1895.770020,1895.770020,1895.770020,1895.770020,0
1998-03-13,2097.100098,2097.100098,2097.100098,2097.100098,2097.100098,0
1998-03-16,2235.760010,2235.760010,2235.760010,2235.760010,2235.760010,0
1998-03-17,2349.229980,2349.229980,2349.229980,2349.229980,2349.229980,0
1998-03-18,2113.310059,2113.310059,2113.310059,2113.310059,2113.310059,0
1998-03-19,2220.540039,2220.540039,2220.540039,2220.540039,2220.540039,0
1998-03-20,2282.000000,2282.000000,2282.000000,2282.000000,2282.000000,0
1998-03-23,2203.909912,2203.909912,2203.909912,2203.909912,2203.909912,0
1998-03-24,2112.290039,2112.290039,2112.290039,2112.290039,2112.290039,0
1998-03-25,2038.319946,2038.319946,2038.319946,2038.319946,2038.319946,0
1998-03-26,1895.469971,1895.469971,1895.469971,1895.469971,1895.469971,0
1998-03-27,2088.810059,2088.810059,2088.810059,2088.810059,2088.810059,0
1998-03-30,2185.760010,2185.760010,2185.760010,2185.760010,2185.760010,0
1998-03-31,2238.139893,2238.139893,2238.139893,2238.139893,2238.139893,0
1998-04-01,2243.129883,2243.129883,2243.129883,2243.129883,2243.129883,0
1998-04-02,2260.520020,2260.520020,2260.520020,2260.520020,2260.520020,0
1998-04-03,2280.629883,2280.629883,2280.629883,2280.629883,2280.629883,0
1998-04-06,2253.229980,2253.229980,2253.229980,2253.229980,2253.229980,0
1998-04-07,2191.120117,2191.120117,2191.120117,2191.120117,2191.120117,0
1998-04-08,2268.889893,2268.889893,2268.889893,2268.889893,2268.889893,0
1998-04-09,2348.419922,2348.419922,2348.419922,2348.419922,2348.419922,0
1998-04-10,2348.419922,2348.419922,2348.419922,2348.419922,2348.419922,0
1998-04-13,2348.419922,2348.419922,2348.419922,2348.419922,2348.419922,0
1998-04-14,2396.989990,2396.989990,2396.989990,2396.989990,2396.989990,0
1998-04-15,2402.600098,2402.600098,2402.600098,2402.600098,2402.600098,0
1998-04-16,2353.699951,2353.699951,2353.699951,2353.699951,2353.699951,0
1998-04-17,2425.090088,2425.090088,2425.090088,2425.090088,2425.090088,0
1998-04-20,2526.520020,2526.520020,2526.520020,2526.520020,2526.520020,0
1998-04-21,2563.800049,2563.800049,2563.800049,2563.800049,2563.800049,0
1998-04-22,2609.300049,2609.300049,2609.300049,2609.300049,2609.300049,0
1998-04-23,2530.399902,2530.399902,2530.399902,2530.399902,2530.399902,0
1998-04-24,2494.110107,2494.110107,2494.110107,2494.110107,2494.110107,0
1998-04-27,2349.139893,2349.139893,2349.139893,2349.139893,2349.139893,0
1998-04-28,2446.399902,2446.399902,2446.399902,2446.399902,2446.399902,0
1998-04-29,2452.979980,2452.979980,2452.979980,2452.979980,2452.979980,0
1998-04-30,2466.929932,2466.929932,2466.929932,2466.929932,2466.929932,0
1998-05-01,2466.929932,2466.929932,2466.929932,2466.929932,2466.929932,0
1998-05-04,2451.540039,2451.540039,2451.540039,2451.540039,2451.540039,0
1998-05-05,2391.449951,2391.449951,2391.449951,2391.449951,2391.449951,0
1998-05-06,2379.540039,2379.540039,2379.540039,2379.540039,2379.540039,0
1998-05-07,2369.649902,2369.649902,2369.649902,2369.649902,2369.649902,0
1998-05-08,2432.830078,2432.830078,2432.830078,2432.830078,2432.830078,0
1998-05-11,2491.600098,2491.600098,2491.600098,2491.600098,2491.600098,0
1998-05-12,2456.770020,2456.770020,2456.770020,2456.770020,2456.770020,0
1998-05-13,2467.610107,2467.610107,2467.610107,2467.610107,2467.610107,0
1998-05-14,2472.000000,2472.000000,2472.000000,2472.000000,2472.000000,0
1998-05-15,2565.060059,2565.060059,2565.060059,2565.060059,2565.060059,0
1998-05-18,2542.229980,2542.229980,2542.229980,2542.229980,2542.229980,0
1998-05-19,2541.649902,2541.649902,2541.649902,2541.649902,2541.649902,0
1998-05-20,2546.800049,2546.800049,2546.800049,2546.800049,2546.800049,0
1998-05-21,2546.800049,2546.800049,2546.800049,2546.800049,2546.800049,0
1998-05-22,2534.419922,2534.419922,2534.419922,2534.419922,2534.419922,0
1998-05-25,2528.000000,2528.000000,2528.000000,2528.000000,2528.000000,0
1998-05-26,2548.389893,2548.389893,2548.389893,2548.389893,2548.389893,0
1998-05-27,2463.939941,2463.939941,2463.939941,2463.939941,2463.939941,0
1998-05-28,2502.379883,2502.379883,2502.379883,2502.379883,2502.379883,0
1998-05-29,2570.989990,2570.989990,2570.989990,2570.989990,2570.989990,0
1998-06-01,2570.989990,2570.989990,2570.989990,2570.989990,2570.989990,0
1998-06-02,2508.209961,2508.209961,2508.209961,2508.209961,2508.209961,0
1998-06-03,2506.699951,2506.699951,2506.699951,2506.699951,2506.699951,0
1998-06-04,2444.350098,2444.350098,2444.350098,2444.350098,2444.350098,0
1998-06-05,2480.750000,2480.750000,2480.750000,2480.750000,2480.750000,0
1998-06-08,2577.489990,2577.489990,2577.489990,2577.489990,2577.489990,0
1998-06-09,2614.959961,2614.959961,2614.959961,2614.959961,2614.959961,0
1998-06-10,2559.239990,2559.239990,2559.239990,2559.239990,2559.239990,0
1998-06-11,2559.239990,2559.239990,2559.239990,2559.239990,2559.239990,0
1998-06-12,2530.570068,2530.570068,2530.570068,2530.570068,2530.570068,0
1998-06-15,2504.860107,2504.860107,2504.860107,2504.860107,2504.860107,0
1998-06-16,2516.389893,2516.389893,2516.389893,2516.389893,2516.389893,0
1998-06-17,2601.360107,2601.360107,2601.360107,2601.360107,2601.360107,0
1998-06-18,2602.870117,2602.870117,2602.870117,2602.870117,2602.870117,0
1998-06-19,2644.139893,2644.139893,2644.139893,2644.139893,2644.139893,0
1998-06-22,2610.040039,2610.040039,2610.040039,2610.040039,2610.040039,0
1998-06-23,2623.610107,2623.610107,2623.610107,2623.610107,2623.610107,0
1998-06-24,2657.500000,2657.500000,2657.500000,2657.500000,2657.500000,0
1998-06-25,2680.590088,2680.590088,2680.590088,2680.590088,2680.590088,0
1998-06-26,2716.169922,2716.169922,2716.169922,2716.169922,2716.169922,0
1998-06-29,2675.090088,2675.090088,2675.090088,2675.090088,2675.090088,0
1998-06-30,2611.860107,2611.860107,2611.860107,2611.860107,2611.860107,0
1998-07-01,2622.139893,2622.139893,2622.139893,2622.139893,2622.139893,0
1998-07-02,2661.850098,2661.850098,2661.850098,2661.850098,2661.850098,0
1998-07-03,2681.560059,2681.560059,2681.560059,2681.560059,2681.560059,0
1998-07-06,2699.560059,2699.560059,2699.560059,2699.560059,2699.560059,0
1998-07-07,2687.540039,2687.540039,2687.540039,2687.540039,2687.540039,0
1998-07-08,2663.419922,2663.419922,2663.419922,2663.419922,2663.419922,0
1998-07-09,2711.199951,2711.199951,2711.199951,2711.199951,2711.199951,0
1998-07-10,2704.840088,2704.840088,2704.840088,2704.840088,2704.840088,0
